KawasTo95,1940,1,YAM,,11,16,1,1,0,0,0,0,0,,1,0,,0,2,0
KikuyYo95,1940,1,LIO,,68,139,7,20,4,0,1,14,0,,8,28,,1,1,1
KimurSh96,1940,1,NAG,,45,48,8,5,0,0,0,1,3,,7,10,,0,2,0
KimurTs95,1940,1,YAM,,69,215,13,46,3,7,0,19,5,,13,8,,1,7,1
KinosIs95,1940,1,HAN,,44,83,6,14,2,1,0,4,1,,10,22,,0,1,0
KinosMa95,1940,1,KUR,,78,245,14,43,4,2,2,21,2,,22,33,,1,3,2
KitoKa96,1940,1,LIO,,102,386,34,124,22,13,1,46,13,,37,14,,1,2,4
KitoMa96,1940,2,LIO,,46,145,4,25,3,0,0,3,2,,22,21,,0,2,1
KitoMa96,1940,1,NAG,,1,1,0,0,0,0,0,0,0,,0,0,,0,0,0
KobaySh96,1940,1,TSU,,90,321,33,85,10,4,4,49,12,,43,22,,5,2,5
KobayYo95,1940,1,HAN,,2,1,0,0,0,0,0,0,0,,0,0,,0,0,0
KojimTs95,1940,1,TSU,,34,45,6,7,0,0,0,4,2,,11,9,,0,1,0
KondoHi95,1940,1,LIO,,69,124,9,22,1,1,0,7,0,,10,13,,0,0,2
KumabIc95,1940,1,KYO,,12,6,1,0,0,0,0,2,0,,2,3,,0,0,1
KunihMa95,1940,1,YAM,,102,379,45,82,10,3,2,19,31,,54,27,,1,9,0
KuramNo95,1940,1,NGK,,13,50,6,13,0,0,1,5,1,,4,4,,0,0,0
KurodKe95,1940,1,HNK,,102,365,40,78,10,1,0,29,21,,47,31,,5,5,5
KurosTo95,1940,1,NGK,,53,191,19,43,6,0,1,28,2,,27,13,,0,0,2
KusunYa95,1940,1,KYO,,35,59,4,10,2,1,0,5,1,,8,15,,0,0,1
MaedaSa96,1940,1,YAM,,66,181,11,40,5,5,0,13,3,,22,34,,1,7,0
MaedaSa97,1940,1,LIO,,73,173,15,30,3,1,0,6,0,,25,26,,0,2,1
MasuKa95,1940,1,NAG,,104,356,39,76,10,1,0,21,7,,68,40,,6,6,2
MatsuGo95,1940,1,HAN,,23,62,7,13,2,2,0,10,3,,12,7,,0,0,0
MatsuKe95,1940,1,HAN,,98,330,44,78,5,7,2,32,14,,50,16,,0,1,5
MatsuKo97,1940,1,LIO,,48,108,6,18,2,0,0,6,1,,16,24,,0,5,1
MatsuKo99,1940,1,NAG,,38,79,4,17,1,0,1,8,0,,5,27,,0,1,1
MatsuMi99,1940,1,NGK,,29,78,8,17,1,0,2,7,1,,12,16,,0,1,0
MatsuRi95,1940,1,NGK,,2,3,0,1,0,0,0,0,0,,0,0,,0,0,0
MinagSa95,1940,1,HAN,,104,390,56,73,12,4,0,26,13,,60,50,,0,15,0
MitomTs95,1940,1,TSU,,27,49,3,7,3,0,0,2,0,,3,11,,0,1,0
MiuraTo95,1940,1,NAG,,94,310,26,53,7,2,1,30,13,,50,40,,1,1,4
MiwaHa95,1940,1,HAN,,47,81,3,10,1,0,0,7,0,,9,28,,0,1,0
MiyazAk95,1940,1,KUR,,3,0,0,0,0,0,0,0,0,,0,0,,0,0,0
MiyazTa95,1940,1,HAN,,87,294,36,60,7,1,0,23,9,,21,32,,1,6,0
MizuhSh95,1940,1,KYO,,86,332,42,79,9,3,1,22,9,,43,16,,2,6,1
