,Year,Stint,TeamID,LgId,W,L,G,GS,CG,SHO,SV,IPO,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R
OnoYu97,1985,1,HIR,NL,10,7,32,20,6,0,2,485,157,73,26,80,86,0.26,4.06,3,2,0,0,706,3,79
OtaTo96,1985,1,HNK,AL,0,2,10,0,0,0,0,61,27,19,6,7,9,,8.41,,0,0,0,93,,19
OtsubYu95,1985,1,NAN,AL,0,0,12,0,0,0,0,74,33,14,5,6,9,,5.11,,0,0,0,105,,14
OtsuKa95,1985,1,NAN,AL,0,0,14,0,0,0,0,71,28,12,4,12,12,,4.56,,0,0,0,110,,18
SadaoSh95,1985,1,YOM,NL,4,3,47,0,0,0,2,223,66,32,7,25,41,,3.87,,1,1,0,307,,37
SaitoAk95,1985,1,TAI,NL,9,5,55,0,0,0,18,329,93,26,9,22,72,,2.13,,2,0,0,444,,40
SaitoMa99,1985,1,YOM,NL,12,8,41,15,5,4,7,465,125,51,14,53,124,0.223,2.96,5,0,3,2,626,12,59
SakaiKe95,1985,1,YAK,NL,0,0,8,0,0,0,0,36,13,9,1,9,0,,6.75,,0,0,0,55,,9
SakamAk95,1985,1,NHF,AL,1,3,10,3,1,0,2,82,33,19,5,14,9,,6.26,,1,2,0,131,,21
SasakOs95,1985,1,KIN,AL,3,6,19,8,2,1,0,216,90,40,11,20,28,,5,,1,8,0,327,,50
SatoHi95,1985,1,HAN,NL,0,2,37,0,0,0,0,106,33,13,3,6,17,,3.31,,1,2,0,144,,13
SatoMa98,1985,1,LOT,AL,2,3,34,2,1,0,5,142,41,10,1,20,35,,1.9,,1,3,0,200,,13
SatoSe95,1985,1,NHF,AL,0,1,14,0,0,0,0,77,19,15,4,12,22,,5.26,,3,3,0,106,,16
SatoYo95,1985,1,HNK,AL,21,11,35,11,23,2,0,781,279,124,29,105,188,0.276,4.29,3,7,7,0,1146,1,136
SekinHi95,1985,1,TAI,NL,6,13,38,22,5,1,1,481,170,78,29,49,66,,4.38,,0,5,0,694,,93
ShibaYa95,1985,1,NHF,AL,11,13,36,22,13,3,1,584,168,71,25,57,160,,3.28,,0,6,1,792,,77
ShimaAk95,1985,1,HAN,NL,0,0,10,3,0,0,0,77,21,10,1,11,7,0.233,3.51,0,2,0,0,107,5,10
ShiraYo95,1985,1,HIR,NL,1,1,10,0,1,0,1,89,26,12,3,13,28,0.243,3.64,0,0,0,0,123,2,12
SoKa95,1985,1,LOT,AL,11,10,34,13,9,1,4,475,162,73,13,49,86,0.27,4.15,4,4,4,1,669,11,83
SomemSh95,1985,1,YAK,NL,0,0,3,0,0,0,0,16,5,2,1,3,6,,3.38,,2,0,0,24,,2
SotaYa95,1985,1,CHU,NL,5,8,39,11,1,0,0,318,107,54,16,44,54,,4.58,,3,3,0,459,,62
SugimTa95,1985,1,CHU,NL,5,4,23,15,4,0,0,296,105,47,14,32,60,,4.29,,1,5,0,426,,49
SuginMa95,1985,1,TAI,NL,0,0,3,0,0,0,0,6,1,1,0,2,1,,4.5,,0,0,0,9,,1
SumiMi95,1985,1,YOM,NL,1,2,42,0,0,0,5,127,37,22,6,24,40,,4.68,,0,2,1,186,,22
SumitKa95,1985,1,KIN,AL,1,1,36,0,0,0,4,200,77,36,10,19,35,,4.86,,0,5,0,297,,47
SuzukKe96,1985,1,KIN,AL,5,6,15,8,2,0,0,195,91,57,17,28,38,,7.89,,0,1,0,313,,64
SuzukMa96,1985,1,YAK,NL,0,1,34,1,0,0,0,135,39,13,3,17,16,,2.6,,0,0,0,176,,15
SuzukTa90,1985,1,SEI,AL,0,0,2,0,0,0,0,6,5,2,0,6,2,,9,,0,0,0,15,,2
SuzukTa99,1985,1,CHU,NL,8,12,28,25,5,0,0,475,204,73,16,40,66,,4.15,,0,1,0,706,,83
SuzukYa95,1985,1,KIN,AL,5,2,47,0,0,0,12,171,48,19,4,17,28,,3,,1,1,0,232,,26
TachiMa95,1985,1,YAK,NL,0,0,2,0,0,0,0,9,5,2,0,3,0,,6,,0,0,0,15,,2
TagoJo95,1985,1,LOT,AL,0,0,1,0,0,0,0,2,2,2,1,4,0,,27,,0,0,0,8,,3
TakagNo95,1985,1,HIR,NL,9,6,30,15,5,1,0,367,140,53,18,61,71,0.302,3.9,2,4,3,0,547,5,59
TakahKo96,1985,1,NHF,AL,0,0,2,0,0,0,0,6,2,1,0,1,2,,4.5,,0,0,0,8,,1
TakahMa97,1985,1,NHF,AL,0,0,3,0,0,0,0,10,4,3,2,1,0,,8.1,,0,0,0,14,,3
TakahNa95,1985,1,SEI,AL,7,6,20,12,5,0,0,304,104,49,10,10,35,0.277,4.35,,0,3,0,401,,52
TakahSa97,1985,1,KIN,AL,5,0,35,0,0,0,2,163,65,27,13,14,22,,4.47,,2,1,0,239,,29
TakanHi96,1985,1,YAK,NL,7,11,29,21,5,1,0,424,143,78,11,79,110,,4.97,,5,5,1,634,,86
TakayIk95,1985,1,SEI,AL,1,1,10,1,1,1,0,66,19,19,5,23,14,0.238,7.77,0,0,1,0,106,5,19
TakegAk95,1985,1,NAN,AL,0,1,25,0,0,0,0,111,41,27,7,20,11,,6.57,,0,2,0,167,,32
TakigMi95,1985,1,HIR,NL,0,0,3,0,0,0,0,9,6,4,1,1,1,,12,,0,1,0,15,,4
TamurIs95,1985,1,LOT,AL,0,0,3,0,0,0,0,11,4,3,1,0,2,,7.36,,0,0,0,15,,3
TanakMa96,1985,1,NHF,AL,0,0,2,0,0,0,0,8,4,2,1,1,0,,6.75,,0,0,0,12,,2
TanakTo95,1985,1,NHF,AL,8,11,28,16,3,0,0,398,140,76,19,48,61,,5.16,,0,1,0,567,,89
TanakYu96,1985,1,NHF,AL,6,6,47,15,1,1,0,415,121,68,18,76,101,,4.42,,1,5,0,597,,77
TaniHi95,1985,1,KIN,AL,1,6,16,0,0,0,0,147,53,37,13,29,22,,6.8,,1,3,0,231,,38
TanimTo95,1985,1,HNK,AL,1,2,12,2,1,0,0,80,22,9,3,18,6,,3.04,,2,0,0,119,,10
TaniRy95,1985,1,HNK,AL,0,1,25,0,0,0,5,146,64,37,11,10,30,,6.84,,0,3,0,212,,38
TanizKo95,1985,1,KIN,AL,0,0,1,0,0,0,0,6,2,2,1,0,2,,9,,0,0,0,8,,2
TorihKo95,1985,1,YAK,NL,0,0,11,0,0,0,0,67,28,8,2,9,11,,3.22,,0,1,0,100,,11
TsuchMa96,1985,1,LOT,AL,2,2,33,0,0,0,0,269,98,47,13,35,43,,4.72,,2,4,0,395,,58
TsudaTs95,1985,1,HIR,NL,2,3,22,4,0,0,1,126,47,31,8,23,36,,6.64,,2,0,0,192,,32
TsunoHi95,1985,1,NHF,AL,7,10,31,23,7,1,0,495,169,81,24,99,84,0.267,4.42,1,7,13,1,762,1,94
UmezaYo95,1985,1,LOT,AL,3,2,37,0,0,0,6,176,66,35,10,26,47,,5.37,,1,1,0,261,,38
UshijKa95,1985,1,CHU,NL,6,8,38,11,6,1,8,349,103,45,17,60,82,,3.48,,0,4,0,504,,47
WatanHi91,1985,1,SEI,AL,8,8,43,8,7,0,11,456,132,54,22,72,121,0.238,3.2,2,0,3,1,644,20,59
YamadHi99,1985,1,HNK,AL,18,10,30,27,16,1,0,667,216,107,42,54,104,,4.33,,0,10,0,926,,118
YamagTa95,1985,1,TAI,NL,0,0,3,0,0,0,0,9,4,1,1,0,2,,3,,0,0,0,13,,1
YamagTe95,1985,1,KIN,AL,0,0,3,0,0,0,0,28,13,7,4,3,2,,6.75,,0,1,0,44,,9
YamakSh95,1985,1,NAN,AL,0,0,1,0,0,0,0,0,1,3,1,2,0,,NULL,,0,0,0,3,,3
YamamKa92,1985,1,HAN,NL,5,6,33,0,0,0,11,150,50,15,7,9,41,,2.7,,1,0,0,205,,22
YamamKa94,1985,1,HIR,NL,0,1,11,0,0,0,0,31,19,7,1,3,3,,6.1,,0,2,0,52,,9
YamamTa93,1985,1,KIN,AL,0,0,3,0,0,0,0,18,8,9,0,10,5,,13.5,,1,0,0,34,,9
YamanKa95,1985,1,HIR,NL,0,2,10,4,0,0,0,56,31,20,6,5,8,,9.64,,0,0,0,88,,20
YamaoYu95,1985,1,HNK,AL,7,14,38,12,5,0,6,419,143,75,27,57,61,0.263,4.83,5,3,1,0,612,17,95
YamauKa96,1985,1,NAN,AL,11,11,29,21,5,0,0,494,169,89,29,90,68,,4.86,,0,6,0,740,,101
YamauSh95,1985,1,HAN,NL,1,1,5,0,0,0,0,29,12,8,2,5,2,,7.45,,0,0,0,42,,9
YamauTa95,1985,1,NAN,AL,10,12,32,24,14,2,0,607,228,107,31,37,85,,4.76,,1,4,0,862,,123
YanagYu96,1985,1,KIN,AL,2,7,35,0,0,0,0,320,108,51,21,40,45,,4.3,,0,3,0,461,,56
YanoMi95,1985,1,NAN,AL,2,3,40,0,0,0,7,204,67,33,9,22,39,0.262,4.37,3,1,0,0,288,25,35
YonemAk80,1985,1,CHU,NL,0,0,10,0,0,0,0,15,13,7,1,2,4,,12.6,,0,0,0,28,,7
yoshima01,1985,1,KIN,AL,0,1,2,1,0,0,0,9,6,7,1,3,1,0.353,21,0,0,0,0,20,1,9
YoshiMa99,1985,1,KIN,AL,0,0,1,0,0,0,0,13,7,4,3,2,1,,8.31,,0,0,0,21,,4
YoshiTo96,1985,1,LOT,AL,0,0,4,0,0,0,0,28,11,9,1,11,2,,8.68,,2,0,0,47,,9
YotaMa95,1985,1,KIN,AL,2,0,17,0,0,0,0,60,23,15,1,18,6,,6.75,,2,0,0,100,,19
AiEi95,1986,1,YAK,NL,9,6,43,10,1,0,1,313,98,46,16,44,73,,3.97,,5,4,0,443,,52
AikawHi95,1986,1,TAI,NL,4,0,25,5,1,0,0,179,64,28,7,17,32,,4.22,,2,3,1,253,,29
AokiHi95,1986,1,TAI,NL,0,0,1,0,0,0,0,6,6,6,1,0,2,,27,,0,0,0,12,,6
AoyamHi97,1986,1,NAN,AL,0,0,21,0,0,0,0,72,33,18,5,12,18,,6.75,,0,3,0,114,,18
ArakiDa95,1986,1,YAK,NL,8,13,32,16,6,1,2,473,176,80,16,41,83,0.289,4.57,4,3,2,1,668,4,89
comstke01,1986,1,YOM,NL,0,2,3,0,0,0,0,31,12,9,0,5,7,,7.84,,0,2,0,49,,9
DaimoKa95,1986,1,TAI,NL,4,8,28,11,1,0,0,281,110,49,11,28,57,,4.71,,5,1,0,403,,51
EgawaSu95,1986,1,YOM,NL,16,6,26,25,8,1,0,582,172,58,27,49,119,,2.69,,1,4,1,791,,64
EndoKa95,1986,1,TAI,NL,13,13,31,28,16,1,0,699,242,78,29,31,185,,3.01,,4,1,0,967,,92
FujimMa96,1986,1,NAN,AL,0,0,1,0,0,0,0,0,2,2,0,1,0,,NULL,,0,0,0,3,,2
FujimSh97,1986,1,NAN,AL,10,12,31,14,8,1,1,479,154,67,12,52,80,0.254,3.78,5,3,4,0,679,4,78
FujitMa95,1986,1,NAN,AL,0,0,1,0,0,0,0,3,2,1,0,0,0,,9,,0,0,0,4,,1
FujiwMa96,1986,1,HAN,NL,0,2,25,0,0,0,0,130,41,20,6,18,32,,4.15,,4,1,0,188,,23
FukazYo95,1986,1,LOT,AL,10,8,24,17,6,3,0,405,132,74,26,53,70,,4.93,,1,10,1,575,,76
FukumOs95,1986,1,HAN,NL,1,2,6,1,0,0,0,70,26,12,5,1,14,,4.63,,0,0,0,95,,13
FukuyMa95,1986,1,HAN,NL,0,0,12,0,0,0,0,64,19,7,2,6,21,,2.95,,0,0,0,87,,7
FurimKa95,1986,1,HNK,AL,3,4,23,8,0,0,0,217,87,52,13,32,43,0.309,6.47,5,2,1,0,328,4,54
FurukTo95,1986,1,CHU,NL,0,0,6,0,0,0,0,17,6,3,0,3,7,,4.76,,0,0,0,26,,3
galeri01,1986,1,HAN,NL,5,10,27,22,2,1,0,485,182,82,16,50,102,,4.56,,3,3,0,706,,91
HaradKe95,1986,1,HNK,AL,1,0,17,0,0,0,1,127,33,10,5,16,28,,2.13,,0,2,0,173,,13
HatayHi95,1986,1,NAN,AL,0,0,3,1,0,0,0,20,7,7,3,7,4,0.269,9.45,0,0,0,0,33,2,7
HigasOs95,1986,1,SEI,AL,12,11,31,20,8,0,2,505,183,79,29,27,52,,4.22,,1,7,0,703,,85
HigaYo95,1986,1,LOT,AL,0,0,1,0,0,0,0,9,1,0,0,1,2,,0,,0,0,0,11,,0
HiranSa95,1986,1,CHU,NL,1,2,34,2,0,0,0,152,54,25,6,18,39,0.28,4.44,1,3,3,0,223,10,27
HirosSh95,1986,1,TAI,NL,0,0,3,0,0,0,0,3,6,2,0,1,1,,18,,0,0,0,10,,2
HoriiTs95,1986,1,TAI,NL,7,4,47,0,0,0,2,213,82,31,8,15,45,,3.93,,1,0,0,301,,34
HoshiNo95,1986,1,HNK,AL,9,8,35,16,4,0,0,459,145,66,27,68,129,0.254,3.88,2,5,3,0,664,3,69
IbeYa95,1986,1,LOT,AL,2,4,44,11,2,0,1,337,125,49,17,46,75,,3.93,,1,6,0,497,,51
IchimNo95,1986,1,SEI,AL,2,2,37,0,0,0,0,99,26,11,1,6,21,,3,,1,0,0,131,,12
IkedaCh95,1986,1,HAN,NL,4,4,11,6,4,1,0,204,72,24,6,25,47,0.279,3.18,1,2,1,0,293,0,32
IkeucYu95,1986,1,HNK,AL,0,0,5,0,0,0,1,9,7,5,2,0,4,,15,,0,0,0,16,,5
ImaiYu95,1986,1,HNK,AL,7,13,31,18,5,1,0,447,179,80,27,36,71,,4.83,,2,3,0,652,,88
InoueYu95,1986,1,NAN,AL,4,8,40,12,2,0,11,381,118,62,19,51,96,0.252,4.39,3,5,1,0,540,20,66
IshiiHi96,1986,1,HNK,AL,1,2,7,1,0,0,0,76,31,17,2,15,8,,6.04,,0,2,0,118,,21
IshiiTa98,1986,1,SEI,AL,5,1,42,0,0,0,2,173,48,16,5,19,47,,2.5,,0,1,0,235,,17
IshikMa98,1986,1,LOT,AL,0,2,6,0,0,0,0,47,31,15,5,5,5,,8.62,,1,1,0,80,,15
IshimYo80,1986,1,KIN,AL,8,3,64,0,0,0,32,351,106,44,17,58,89,,3.38,,0,5,0,496,,49
ItoAk95,1986,1,YAK,NL,4,11,34,15,2,0,0,375,136,57,17,34,72,0.287,4.1,3,0,5,0,534,11,63
ItoFu80,1986,1,HAN,NL,8,8,29,17,4,1,0,417,142,69,20,33,83,,4.47,,3,3,1,586,,74
ItoMa83,1986,1,LOT,AL,2,1,52,3,1,1,0,218,56,24,6,34,50,,2.97,,0,1,0,303,,27
KadotFu95,1986,1,TAI,NL,5,1,35,0,0,0,0,186,51,17,6,12,31,,2.47,,0,2,0,247,,19
KajimKe95,1986,1,YAK,NL,0,3,8,0,0,0,0,68,38,19,7,6,19,,7.54,,0,1,0,111,,20
KakehMi95,1986,1,TAI,NL,7,11,29,19,2,1,0,440,148,61,17,27,80,,3.74,,2,1,0,607,,64
KakuGe95,1986,1,CHU,NL,11,10,30,18,9,2,0,532,164,72,27,53,127,0.25,3.65,5,2,2,1,738,2,76
KakuTa95,1986,1,SEI,AL,5,7,39,4,5,1,16,325,93,35,10,38,105,0.231,2.91,7,1,0,0,450,29,39
KanamSe95,1986,1,HNK,AL,0,0,1,0,0,0,0,9,1,1,0,2,3,,3,,0,0,0,12,,1
KanazTs95,1986,1,NHF,AL,10,9,27,19,7,2,0,535,171,75,26,38,122,0.256,3.79,0,8,3,1,727,0,75
KaneiAk95,1986,1,HIR,NL,12,6,26,20,5,2,0,474,137,47,13,39,105,0.236,2.68,2,3,4,0,638,1,54
KasahEi95,1986,1,LOT,AL,0,2,2,2,0,0,0,19,7,5,1,9,5,0.28,7.11,0,0,0,0,34,0,5
KashiTa95,1986,1,CHU,NL,3,4,24,8,1,1,0,235,84,40,16,22,53,0.279,4.6,2,3,3,1,334,3,43
KatoHa95,1986,1,YOM,NL,14,5,26,18,4,1,0,431,123,44,14,45,93,,2.76,,2,3,0,592,,51
KatorYo95,1986,1,YOM,NL,4,3,59,0,0,0,4,303,82,26,8,18,68,0.225,2.32,3,0,3,0,398,19,29
KatoSh95,1986,1,NAN,AL,3,10,22,9,6,0,2,323,105,56,20,46,52,0.257,4.68,4,3,4,0,469,6,61
KatoTe95,1986,1,KIN,AL,0,4,23,5,0,0,0,172,63,25,8,32,44,0.292,3.92,0,11,7,0,261,6,31
KawabJu95,1986,1,HIR,NL,3,3,32,0,0,0,2,213,48,19,3,13,45,,2.41,,1,3,0,269,,21
KawabYa95,1986,1,CHU,NL,0,0,2,0,0,0,0,7,7,6,0,3,0,0.538,23.14,0,0,0,0,16,1,6
KawagKa96,1986,1,HIR,NL,12,9,24,18,6,1,0,494,153,55,17,63,145,0.243,3.01,7,6,2,0,711,0,61
KawahSh95,1986,1,HAN,NL,0,0,5,0,0,0,0,10,2,1,0,0,0,,2.7,,0,0,0,12,,1
KawahSh96,1986,1,NHF,AL,3,0,29,0,0,0,2,163,65,29,14,8,42,,4.8,,1,0,0,229,,34
KawamTo96,1986,1,SEI,AL,1,0,17,5,1,0,0,149,54,15,3,9,17,,2.72,,1,2,0,209,,27
KidaIs95,1986,1,TAI,NL,8,13,39,21,2,0,1,515,156,69,26,68,107,,3.62,,4,1,0,726,,74
KinosTo96,1986,1,YOM,NL,0,1,37,0,0,0,0,77,19,11,2,12,26,,3.86,,0,4,0,109,,12
KitabMa95,1986,1,HIR,NL,18,4,30,28,17,4,0,690,216,62,21,30,123,,2.43,,0,10,0,915,,67
KiyokEi95,1986,1,HIR,NL,0,0,50,0,0,0,1,127,31,12,4,10,45,0.207,2.55,3,0,2,0,166,9,14
KobayAt95,1986,1,HNK,AL,0,1,2,0,0,0,0,5,7,4,1,1,0,,21.6,,0,0,0,13,,5
KobaySe95,1986,1,HIR,NL,3,1,33,0,0,0,2,179,60,25,8,14,41,,3.77,,1,4,0,262,,27
KodaIs95,1986,1,YOM,NL,1,0,13,0,0,0,0,66,14,10,4,9,25,0.179,4.09,1,1,1,0,90,2,11
KomatTa95,1986,1,CHU,NL,7,9,24,17,5,1,0,416,134,54,18,31,97,,3.5,,1,2,0,570,,56
KondoMi98,1986,1,CHU,NL,0,0,1,0,0,0,0,1,5,3,1,1,0,0.833,81,,0,0,0,7,,5
KonoHi95,1986,1,NHF,AL,1,10,36,15,1,1,0,300,85,55,20,47,58,0.228,4.95,0,2,2,0,428,2,64
KoyamMa96,1986,1,KIN,AL,5,2,9,7,2,0,0,156,48,18,2,15,25,,3.12,,1,1,0,219,,21
KuboFu95,1986,1,TAI,NL,0,0,22,0,0,0,0,57,26,12,3,2,15,,5.68,,0,0,0,81,,12
KuboYa95,1986,1,KIN,AL,4,3,20,5,2,1,0,209,62,27,13,27,41,0.248,3.49,1,3,2,0,288,2,31
KudoKa95,1986,1,HAN,NL,5,0,38,0,0,0,1,260,94,36,8,21,49,,3.74,,1,1,0,362,,39
KudoKi95,1986,1,SEI,AL,11,5,22,10,10,2,0,436,111,52,22,56,138,0.215,3.22,3,1,1,0,586,1,53
KurodSh95,1986,1,YAK,NL,0,1,10,0,0,0,0,59,20,10,2,5,7,,4.58,,0,3,0,84,,14
KurohYu95,1986,1,SEI,AL,0,0,7,0,0,0,0,64,25,12,5,3,11,,5.06,,0,1,0,90,,15
KushiYa95,1986,1,SEI,AL,0,0,1,0,0,0,0,6,2,1,0,1,1,,4.5,,1,0,0,8,,1
kuwatma01,1986,1,YOM,NL,2,1,15,11,1,0,0,184,64,35,13,17,57,0.269,5.14,1,2,1,0,261,0,36
KuwatSh95,1986,1,CHU,NL,2,4,25,10,1,0,0,232,77,36,16,38,47,0.267,4.19,2,1,3,0,340,7,43
leslebr01,1986,1,HNK,AL,5,3,42,0,0,0,19,154,57,15,1,23,39,,2.63,,1,3,1,230,,19
MaedaKo95,1986,1,HAN,NL,0,0,2,0,0,0,0,5,2,1,0,0,1,0.286,5.4,0,0,0,0,7,0,1
MakihHi95,1986,1,YOM,NL,9,6,22,9,6,3,0,342,88,29,8,29,125,0.213,2.29,4,1,1,0,453,3,32
MashiSh95,1986,1,NHF,AL,5,4,26,9,1,0,1,243,90,42,11,20,53,,4.67,,0,4,0,347,,43
MasumHi95,1986,1,TAI,NL,0,0,3,0,0,0,0,12,6,2,1,1,1,,4.5,,0,0,0,18,,2
MatsuHi87,1986,1,NAN,AL,0,0,3,0,0,0,0,12,4,2,1,0,2,,4.5,,0,0,0,16,,3
MatsuHi90,1986,1,NHF,AL,1,0,1,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,9,1,0
MatsuHi97,1986,1,SEI,AL,5,6,20,11,3,2,0,283,94,56,13,36,40,,5.34,,0,9,0,414,,63
MatsuMa99,1986,1,SEI,AL,3,4,25,0,0,0,0,190,74,31,12,21,35,,4.41,,2,2,0,278,,33
MatsuYu98,1986,1,TAI,NL,0,0,6,0,0,0,0,13,16,14,0,3,1,,29.08,,2,0,0,32,,15
MigitKa95,1986,1,LOT,AL,1,1,11,0,0,0,0,84,41,22,7,9,17,,7.07,,0,1,0,134,,24
MikosSu95,1986,1,HAN,NL,0,1,14,0,0,0,0,57,16,4,2,4,13,0.246,1.89,0,0,1,0,72,5,4
MisawJu95,1986,1,NHF,AL,1,1,5,0,0,0,0,26,7,1,0,2,3,,1.04,,0,0,0,35,,1
MiuraMa97,1986,1,CHU,NL,0,0,3,0,0,0,0,21,6,4,1,4,6,,5.14,,1,0,0,30,,4
MiyakYu95,1986,1,CHU,NL,2,1,23,0,0,0,0,122,30,15,3,20,28,,3.32,,0,0,0,171,,17
MiyamKa95,1986,1,YOM,NL,1,3,22,9,0,0,0,183,74,33,13,25,59,0.301,4.87,2,1,3,0,280,5,34
MiyamKe95,1986,1,YAK,NL,2,7,33,9,1,1,0,237,93,47,15,24,23,0.309,5.35,0,3,3,0,340,5,52
MiyamSh96,1986,1,HNK,AL,0,1,18,0,0,0,0,82,41,17,5,10,16,,5.6,,1,0,0,126,,19
MiyasMa96,1986,1,CHU,NL,3,6,40,0,0,0,0,287,84,37,10,27,73,,3.48,,7,2,0,389,,41
MizunKa95,1986,1,YOM,NL,8,6,26,14,2,0,1,301,100,40,10,40,95,0.261,3.59,8,5,2,0,436,4,43
MizutNo95,1986,1,LOT,AL,7,10,33,17,6,1,0,442,160,79,24,63,76,,4.83,,3,6,0,657,,93
MorigMa95,1986,1,NAN,AL,0,0,2,0,0,0,0,9,7,2,1,0,3,,6,,0,0,0,17,,6
MoriKo95,1986,1,HNK,AL,0,0,35,0,0,0,0,95,35,14,6,5,25,,3.98,,0,3,0,139,,18
MuratCh95,1986,1,LOT,AL,8,11,23,20,5,0,0,466,164,68,23,32,106,,3.94,,4,8,1,658,,82
MuratTa95,1986,1,KIN,AL,14,10,30,24,5,2,0,543,198,82,30,53,84,,4.08,,1,6,0,769,,82
NagaiTa95,1986,1,SEI,AL,0,0,5,0,0,0,0,10,5,4,2,2,4,,10.8,,0,1,0,18,,4
NagatHi95,1986,1,HIR,NL,10,2,30,4,6,1,2,364,100,41,10,28,124,0.227,3.04,0,4,3,0,478,6,44
NakadYo95,1986,1,HAN,NL,0,1,7,0,0,0,0,65,23,12,4,9,11,,4.98,,0,0,0,95,,16
NakajYo95,1986,1,NAN,AL,0,0,37,0,0,0,1,123,47,14,2,18,10,,3.07,,1,0,0,182,,16
NakamHi97,1986,1,NAN,AL,0,0,14,0,0,0,0,51,17,12,4,8,10,,6.35,,1,0,0,74,,12
NakamSh96,1986,1,YAK,NL,3,3,45,0,0,0,6,176,63,26,3,19,23,,3.99,,0,2,0,239,,27
NakanKi95,1986,1,HAN,NL,8,9,61,0,0,0,5,285,86,31,9,20,73,0.244,2.94,6,1,3,0,387,21,38
NakatKo95,1986,1,HAN,NL,7,12,32,21,5,2,0,444,118,51,18,64,124,0.217,3.1,4,3,5,0,627,2,62
NakayHi95,1986,1,TAI,NL,0,3,18,5,0,0,3,132,44,25,3,15,15,0.259,5.11,0,1,3,0,194,7,34
NaritYu95,1986,1,SEI,AL,0,1,13,0,0,0,0,66,20,8,4,8,13,,3.27,,0,2,0,95,,9
NiimiSa95,1986,1,HIR,NL,0,0,12,0,0,0,0,45,19,6,0,2,10,,3.6,,1,1,0,66,,7
NishiKa96,1986,1,SEI,AL,0,0,2,0,0,0,0,4,5,4,1,2,0,,27,,0,0,0,11,,4
NishiKo99,1986,1,YAK,NL,0,0,1,0,0,0,0,3,2,1,0,0,1,,9,,1,1,0,7,,2
NishiMo95,1986,1,NHF,AL,0,1,26,0,0,0,0,92,29,13,1,15,21,0.259,3.82,1,0,4,0,140,7,13
NishiTa98,1986,1,YOM,NL,7,8,22,13,3,1,0,312,114,45,9,24,33,,3.89,,1,2,0,445,,50
NishiTe95,1986,1,LOT,AL,0,0,16,0,0,0,0,61,16,6,1,3,11,,2.66,,0,1,0,75,,6
NishiTo97,1986,1,LOT,AL,10,12,25,18,5,1,0,428,162,79,20,29,68,,4.98,,0,13,0,615,,86
NishiYo95,1986,1,NAN,AL,10,10,26,19,9,1,1,479,165,69,18,44,75,,3.89,,0,4,1,682,,77
NogucHi95,1986,1,SEI,AL,0,0,2,0,0,0,0,15,6,1,0,1,1,,1.8,,0,0,0,20,,1
NomurOs95,1986,1,HAN,NL,1,0,15,0,0,0,0,46,16,5,3,1,5,,2.93,,0,2,0,65,,9
ObanaTa95,1986,1,YAK,NL,9,17,34,25,9,1,1,604,241,95,22,39,86,,4.25,,4,8,0,878,,105
OdaSh95,1986,1,SEI,AL,2,1,35,0,0,0,1,86,23,11,3,12,14,,3.45,,0,1,0,115,,11
OgawaHi94,1986,1,LOT,AL,0,0,6,0,0,0,0,19,7,5,2,1,6,,7.11,,0,0,0,27,,5
OhataTo95,1986,1,NHF,AL,0,0,7,0,0,0,0,16,12,8,1,5,4,,13.5,,0,1,0,32,,8
OkabeNo95,1986,1,NHF,AL,2,0,34,0,0,0,1,156,49,17,5,13,32,,2.94,,1,2,0,211,,18
OkadaHi95,1986,1,SEI,AL,0,0,4,0,0,0,0,15,4,1,0,0,6,0.222,1.8,0,0,1,0,19,3,1
OkamoKo95,1986,1,YOM,NL,0,0,8,0,0,0,1,34,6,1,0,1,7,,0.79,,0,0,0,39,,1
OkawaAk95,1986,1,YAK,NL,0,3,26,0,0,0,0,105,46,21,11,10,14,,5.4,,0,0,0,158,,22
OkuboMa95,1986,1,NAN,AL,0,0,1,0,0,0,0,2,8,7,0,0,0,,94.5,,0,0,0,10,,7
OnoKa97,1986,1,KIN,AL,14,11,31,19,11,1,0,586,201,109,41,65,165,0.267,5.02,1,2,3,0,846,0,116
OnoKa98,1986,1,SEI,AL,6,5,20,17,3,0,0,352,116,59,20,39,86,0.258,4.53,1,0,0,0,500,0,64
OnoYu97,1986,1,HIR,NL,6,5,15,13,2,1,0,276,97,28,10,15,63,0.275,2.74,1,1,4,0,383,0,36
OtaTo96,1986,1,HNK,AL,0,0,6,0,0,0,0,38,11,5,3,1,4,,3.55,,0,1,0,52,,5
RanbaYu95,1986,1,YAK,NL,0,0,6,0,0,0,0,17,10,6,3,4,7,,9.53,,2,0,0,32,,7
SaitoAk95,1986,1,TAI,NL,5,6,44,0,0,0,23,234,62,16,10,13,49,,1.85,,0,0,0,301,,18
SaitoMa95,1986,1,CHU,NL,0,1,6,0,0,0,0,27,21,16,4,1,7,0.457,16,0,0,1,0,48,1,16
SaitoMa99,1986,1,YOM,NL,7,3,35,4,2,0,1,270,64,24,7,24,63,0.203,2.4,7,0,4,1,351,3,26
SakaiKe95,1986,1,YAK,NL,0,0,2,0,0,0,0,11,7,5,0,1,2,,12.27,,0,0,0,20,,5
sanchlu01,1986,1,YOM,NL,4,1,37,0,0,0,19,151,41,13,1,12,42,,2.32,,3,2,0,197,,14
