AsaiMa95,1950,1,MAI,AL,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsaiRy95,2002,1,HAN,NL,180,253,24,61,10,1,4,20,3,1,5,50,0,3,7,0,6,0
AsaiSh95,1960,1,OSA,NL,885,2584,207,579,84,10,57,214,49,35,106,360,11,17,43,13,60,0
AsaiTa95,1939,1,NGK,0,38,80,2,10,4,0,0,5,1,0,7,19,0,0,0,0,0,0
AsakuKe95,2000,1,CHU,NL,160,235,6,18,4,0,1,11,0,0,6,139,0,0,30,1,5,0
AsamaKe95,2003,1,LOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsanoKa95,1939,1,HNK,0,258,523,58,122,15,5,2,60,11,0,111,50,0,0,14,4,0,0
AsanoKe96,1967,1,SAN,NL,546,431,24,53,11,0,1,19,0,0,19,187,0,0,32,1,3,0
AsaokSa95,1939,1,TSN,0,424,1139,108,225,28,9,6,96,18,1,167,143,0,2,21,1,0,0
AsaoTa80,2007,1,CHU,NL,63,12,3,3,0,1,0,1,0,0,0,4,0,0,0,0,0,0
AsayaTo95,1999,1,HIR,NL,152,224,32,49,7,3,8,25,6,1,6,55,0,2,5,1,5,0
AshikTo80,1953,1,NAG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AshikYu95,1991,1,FDH,AL,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AshizSh95,1978,1,YAK,NL,280,403,33,84,17,1,5,38,0,1,19,93,0,4,9,0,8,0
AsoSa95,1959,1,TAI,NL,523,846,61,183,37,5,11,79,7,6,34,132,6,2,4,8,28,0
asproke01,1964,1,CHU,NL,295,943,96,257,53,2,31,120,2,5,68,74,2,5,1,11,30,0
AtchiSc01,2008,1,HAN,NL,43,19,1,2,0,0,0,1,0,0,0,12,0,0,1,0,0,0
AtsutRy95,1956,1,KIN,AL,6,15,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0
AtsuzKa95,1995,1,NHF,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aultdo01,1981,1,HAN,NL,102,326,39,100,12,0,18,59,2,1,14,60,3,4,2,2,12,0
austiri01,1974,1,HNK,AL,8,6,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0
AwaguKe95,1971,1,YOM,NL,1639,3915,487,1076,186,22,118,474,58,40,331,544,42,29,27,29,54,0
AwanoHi95,1987,1,KIN,AL,317,29,0,2,0,0,0,1,0,0,2,15,0,0,1,0,0,0
AyukaYo95,1990,1,HAN,NL,227,402,40,85,19,3,2,33,2,3,46,113,0,5,7,4,7,0
AzumaKa95,2001,1,YBS,NL,51,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AzumaMi95,1957,1,NAN,AL,51,26,1,5,0,0,0,1,0,0,0,4,0,0,2,0,0,0
AzumaSa95,1960,1,KOK,NL,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AzumaTe95,1987,1,HNK,AL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AzuseKo95,1990,1,TAI,NL,119,13,1,1,0,0,0,0,0,0,2,4,0,0,1,0,0,0
BabaSh95,1957,1,YOM,NL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BabaTo95,1990,1,FDH,AL,675,1357,114,328,51,6,12,119,8,5,102,229,4,16,97,6,34,0
BacquGe95,1962,1,HAN,NL,252,537,31,92,12,2,9,39,0,0,10,159,0,2,19,2,5,0
baileco01,2003,1,YOM,NL,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaldiAa80,2008,1,HAN,NL,77,132,21,30,9,0,3,16,1,0,17,28,3,4,4,1,6,0
balejo01,2004,1,HIR,NL,106,62,1,9,0,0,0,2,0,0,0,35,0,0,4,1,2,0
balleja01,1994,1,ORX,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ballje01,2000,1,HIR,NL,3,8,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0
BameiYa95,1951,1,KOK,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BandoEi95,1959,1,CHU,NL,437,297,9,44,4,1,0,12,0,2,17,82,0,0,30,1,4,0
BandoSa95,1960,1,KIN,AL,602,284,7,17,1,0,0,3,0,0,19,144,0,0,21,0,4,0
banksbr01,2000,1,FDH,AL,32,74,6,11,2,0,0,4,0,0,8,23,0,1,0,0,1,0
bankswi01,1999,1,ORX,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bannifl01,1990,1,YAK,NL,9,18,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0
BanYo95,1936,1,DAI,0,5,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
BanYu95,1950,1,NIS,AL,189,287,26,52,10,1,6,31,4,5,36,50,0,1,4,0,13,0
barbiji01,1970,1,CHU,NL,93,277,34,52,11,2,9,31,6,7,40,57,1,2,1,1,5,0
BarboCh95,1955,1,HNK,AL,1353,4666,644,1123,166,52,33,260,308,126,369,608,9,28,74,17,69,0
barfije01,1993,1,YOM,NL,104,344,52,74,8,2,26,53,1,2,70,127,1,6,0,0,7,0
